,epsilon,p,length,size
2745,6.4,0.775,3.57,0.9995000000000002
2744,6.4,0.8,3.48,0.9998
2743,6.4,0.825,3.47,0.99965
2742,6.4,0.85,3.4,0.9996
2741,6.4,0.875,3.36,0.9996
2740,6.4,0.9,3.26,0.9996
2739,6.4,0.925,3.25,0.99965
2738,6.4,0.95,3.27,0.9995499999999999
2737,6.4,0.975,3.23,0.9999000000000001
2736,6.4,1.0,3.06,0.9898
2735,6.6,0.0,1.0,0.004999999999999999
2734,6.6,0.005,1.02,0.005149999999999999
2733,6.6,0.01,1.14,0.00575
2732,6.6,0.015,1.17,0.006050000000000001
2731,6.6,0.02,1.27,0.0066
2730,6.6,0.025,1.28,0.006699999999999999
2729,6.6,0.03,1.68,0.016449999999999992
2728,6.6,0.035,2.35,0.04469999999999999
2727,6.6,0.04,3.08,0.06549999999999997
2726,6.6,0.045,3.37,0.08405000000000001
2725,6.6,0.05,4.14,0.11380000000000001
2724,6.6,0.055,4.86,0.16219999999999993
2723,6.6,0.06,4.36,0.1531
2722,6.6,0.065,6.49,0.26909999999999995
2721,6.6,0.07,6.6,0.27934999999999993
2720,6.6,0.075,5.63,0.2419499999999999
2719,6.6,0.08,7.43,0.3599
2718,6.6,0.085,6.12,0.3003499999999999
2717,6.6,0.09,6.7,0.3589
2716,6.6,0.095,6.06,0.33094999999999997
2715,6.6,0.1,7.94,0.4783
2714,6.6,0.125,9.31,0.6661499999999999
2713,6.6,0.15,7.79,0.6478
2712,6.6,0.175,7.05,0.6494
2711,6.6,0.2,6.95,0.7190499999999999
2710,6.6,0.225,7.21,0.8281499999999999
2709,6.6,0.25,7.14,0.85905
2708,6.6,0.275,6.77,0.9181999999999999
2707,6.6,0.3,6.59,0.9484999999999999
2706,6.6,0.325,6.38,0.9190499999999999
2705,6.6,0.35,5.91,0.9186
2704,6.6,0.375,5.98,0.9892000000000002
2703,6.6,0.4,5.36,0.9393
2702,6.6,0.425,4.95,0.9095
2701,6.6,0.45,5.18,0.9792500000000001
2700,6.6,0.475,5.11,0.9990000000000001
2699,6.6,0.5,4.64,0.9793000000000001
2698,6.6,0.525,4.76,0.96945
2697,6.6,0.55,4.58,0.9893000000000001
2696,6.6,0.575,4.43,0.9993500000000001
2695,6.6,0.6,4.27,0.9894
2694,6.6,0.625,4.12,0.9892500000000001
2693,6.6,0.65,3.97,0.98965
2692,6.6,0.675,3.84,0.9895499999999999
2691,6.6,0.7,3.78,0.9994500000000001
2690,6.6,0.725,3.68,0.98965
2689,6.6,0.75,3.52,0.9893000000000001
2688,6.6,0.775,3.59,0.9994500000000001
2687,6.6,0.8,3.49,0.9895
2686,6.6,0.825,3.4,0.99965
2685,6.6,0.85,3.31,0.9997499999999999
2684,6.6,0.875,3.25,0.99985
2683,6.6,0.9,3.17,0.9997
2682,6.6,0.925,3.17,0.9997499999999999
2681,6.6,0.95,3.17,0.9998
2680,6.6,0.975,3.13,0.9996
2679,6.6,1.0,3.13,0.9995500000000002
2678,6.8,0.0,1.0,0.004999999999999999
2677,6.8,0.005,1.04,0.005199999999999999
2676,6.8,0.01,1.11,0.005600000000000001
2675,6.8,0.015,1.34,0.0070999999999999995
2674,6.8,0.02,1.2,0.006200000000000001
2673,6.8,0.025,1.33,0.007450000000000001
2672,6.8,0.03,1.97,0.025299999999999993
2671,6.8,0.035,2.62,0.03794999999999999
2670,6.8,0.04,4.56,0.11455
2669,6.8,0.045,4.94,0.14049999999999999
2668,6.8,0.05,4.62,0.1419
2667,6.8,0.055,3.99,0.12349999999999998
2666,6.8,0.06,5.21,0.19239999999999988
2665,6.8,0.065,6.58,0.27954999999999997
2664,6.8,0.07,6.78,0.29089999999999994
2663,6.8,0.075,6.38,0.2819499999999999
2662,6.8,0.08,7.03,0.33925000000000005
2661,6.8,0.085,6.26,0.31059999999999993
2660,6.8,0.09,7.32,0.3893
2659,6.8,0.095,6.77,0.38904999999999995
2658,6.8,0.1,8.15,0.47909999999999997
2657,6.8,0.125,8.25,0.5877000000000001
2656,6.8,0.15,8.59,0.7078
2655,6.8,0.175,7.29,0.66765
2654,6.8,0.2,7.67,0.7979999999999999
2653,6.8,0.225,6.89,0.7792500000000001
2652,6.8,0.25,7.2,0.86815
2651,6.8,0.275,6.9,0.9082499999999999
2650,6.8,0.3,6.84,0.9583499999999999
2649,6.8,0.325,6.41,0.9688500000000001
2648,6.8,0.35,5.94,0.98795
2647,6.8,0.375,5.68,0.9485000000000001
2646,6.8,0.4,5.44,0.9488499999999999
2645,6.8,0.425,5.16,0.9591999999999998
2644,6.8,0.45,5.08,0.9792000000000002
2643,6.8,0.475,4.88,0.9890000000000001
2642,6.8,0.5,4.79,0.9594000000000001
2641,6.8,0.525,4.71,0.98905
2640,6.8,0.55,4.44,0.9895499999999999
2639,6.8,0.575,4.3,0.97955
2638,6.8,0.6,4.36,0.98965
2637,6.8,0.625,4.17,0.9993500000000001
2636,6.8,0.65,3.99,0.9993500000000001
2635,6.8,0.675,3.92,0.99965
2634,6.8,0.7,3.8,0.97945
2633,6.8,0.725,3.79,0.9995499999999999
2632,6.8,0.75,3.66,0.9997
2631,6.8,0.775,3.58,0.9997499999999999
2630,6.8,0.8,3.51,0.99945
2629,6.8,0.825,3.43,0.9997499999999999
2628,6.8,0.85,3.41,0.99965
2627,6.8,0.875,3.33,0.99945
2626,6.8,0.9,3.25,0.99965
2625,6.8,0.925,3.16,0.99965
2624,6.8,0.95,3.23,0.9996
2623,6.8,0.975,3.16,0.9997999999999999
2622,6.8,1.0,3.04,0.9995500000000002
2621,7.0,0.0,1.0,0.004999999999999999
2620,7.0,0.005,1.03,0.005149999999999999
2619,7.0,0.01,1.08,0.0055000000000000005
2618,7.0,0.015,1.26,0.00655
2617,7.0,0.02,1.29,0.00715
2616,7.0,0.025,1.29,0.007300000000000001
2615,7.0,0.03,1.53,0.008600000000000002
2614,7.0,0.035,1.51,0.016299999999999988
2613,7.0,0.04,3.02,0.06424999999999997
2612,7.0,0.045,3.98,0.10395
2611,7.0,0.05,6.3,0.20925000000000002
2610,7.0,0.055,6.41,0.2311499999999999
2609,7.0,0.06,4.53,0.15399999999999997
2608,7.0,0.065,4.99,0.19104999999999997
2607,7.0,0.07,5.97,0.2407499999999999
2606,7.0,0.075,6.02,0.27959999999999996
2605,7.0,0.08,8.08,0.39770000000000005
2604,7.0,0.085,7.94,0.40125000000000005
2603,7.0,0.09,8.3,0.44825000000000004
2602,7.0,0.095,7.38,0.4186000000000001
2601,7.0,0.1,8.46,0.4989
2600,7.0,0.125,7.89,0.5397
2599,7.0,0.15,9.4,0.76725
2598,7.0,0.175,7.68,0.7081999999999999
2597,7.0,0.2,7.72,0.7879999999999999
2596,7.0,0.225,7.21,0.81805
2595,7.0,0.25,7.19,0.8687499999999999
2594,7.0,0.275,6.71,0.9080499999999999
2593,7.0,0.3,6.27,0.8985499999999998
2592,7.0,0.325,6.37,0.93855
2591,7.0,0.35,5.74,0.9288999999999998
2590,7.0,0.375,5.49,0.9185000000000001
2589,7.0,0.4,5.3,0.9293
2588,7.0,0.425,5.32,0.9789
2587,7.0,0.45,5.05,0.9392
2586,7.0,0.475,4.75,0.9594000000000001
2585,7.0,0.5,4.72,0.9497000000000001
2584,7.0,0.525,4.71,0.96935
2583,7.0,0.55,4.53,0.9993500000000001
2582,7.0,0.575,4.51,0.9993
2581,7.0,0.6,4.24,0.9994
2580,7.0,0.625,4.06,0.9897500000000001
2579,7.0,0.65,4.04,0.9993499999999998
2578,7.0,0.675,3.91,0.9997
2577,7.0,0.7,3.89,0.9994999999999998
2576,7.0,0.725,3.79,0.9992
2575,7.0,0.75,3.68,0.9994500000000001
2574,7.0,0.775,3.59,0.9992500000000001
2573,7.0,0.8,3.56,0.9995500000000002
2572,7.0,0.825,3.47,0.9996
2571,7.0,0.85,3.4,0.9997499999999999
2570,7.0,0.875,3.37,0.9997499999999999
2569,7.0,0.9,3.22,0.99985
2568,7.0,0.925,3.22,0.9997499999999999
2567,7.0,0.95,3.13,0.99945
2566,7.0,0.975,3.12,0.99965
2565,7.0,1.0,3.07,0.99965
2564,7.2,0.0,1.0,0.004999999999999999
2563,7.2,0.005,1.01,0.005049999999999999
2562,7.2,0.01,1.07,0.0055000000000000005
2561,7.2,0.015,1.12,0.00575
2560,7.2,0.02,1.21,0.006450000000000001
2559,7.2,0.025,1.21,0.00635
2558,7.2,0.03,1.45,0.015249999999999996
2557,7.2,0.035,2.4,0.04394999999999999
2556,7.2,0.04,2.46,0.03809999999999999
2555,7.2,0.045,3.65,0.0935
2554,7.2,0.05,2.98,0.06629999999999998
2553,7.2,0.055,4.13,0.1233
2552,7.2,0.06,5.22,0.17364999999999994
2551,7.2,0.065,6.78,0.27964999999999995
2550,7.2,0.07,7.13,0.2916999999999999
2549,7.2,0.075,6.05,0.2718999999999999
2548,7.2,0.08,6.71,0.32074999999999987
2547,7.2,0.085,7.54,0.3797500000000001
2546,7.2,0.09,6.21,0.32964999999999994
2545,7.2,0.095,7.08,0.39025
2544,7.2,0.1,7.23,0.41960000000000003
2543,7.2,0.125,8.48,0.608
2542,7.2,0.15,8.36,0.6981499999999999
2541,7.2,0.175,7.24,0.6587
2540,7.2,0.2,7.63,0.778
2539,7.2,0.225,7.2,0.8375
2538,7.2,0.25,7.34,0.898
2537,7.2,0.275,6.57,0.8785499999999999
2536,7.2,0.3,6.34,0.8690000000000001
2535,7.2,0.325,5.9,0.8991499999999999
2534,7.2,0.35,5.92,0.9389500000000001
2533,7.2,0.375,5.78,0.9490999999999999
2532,7.2,0.4,5.45,0.9789000000000001
2531,7.2,0.425,5.17,0.9592499999999999
2530,7.2,0.45,5.14,0.9693
2529,7.2,0.475,4.97,0.9891
2528,7.2,0.5,4.76,0.9792000000000001
2527,7.2,0.525,4.58,0.99905
2526,7.2,0.55,4.47,0.9991500000000001
2525,7.2,0.575,4.37,0.9895
2524,7.2,0.6,4.27,0.9995499999999999
2523,7.2,0.625,4.14,0.9893000000000001
2522,7.2,0.65,3.91,0.9895499999999999
2521,7.2,0.675,3.98,0.9995499999999999
2520,7.2,0.7,3.94,0.9997499999999999
2519,7.2,0.725,3.74,0.9896
2518,7.2,0.75,3.72,0.9895499999999999
2517,7.2,0.775,3.57,0.9994
2516,7.2,0.8,3.44,0.9995
2515,7.2,0.825,3.56,0.9996
2514,7.2,0.85,3.49,0.9992500000000001
2513,7.2,0.875,3.22,0.9995500000000002
2512,7.2,0.9,3.26,0.9997499999999999
2511,7.2,0.925,3.25,0.9996
2510,7.2,0.95,3.19,0.9897
2509,7.2,0.975,3.13,0.9995500000000002
2508,7.2,1.0,3.13,0.9997499999999999
2507,7.4,0.0,1.0,0.004999999999999999
2506,7.4,0.005,1.03,0.00515
2505,7.4,0.01,1.11,0.005599999999999999
2504,7.4,0.015,1.1,0.005549999999999999
2503,7.4,0.02,1.21,0.006400000000000001
2502,7.4,0.025,1.71,0.015799999999999998
2501,7.4,0.03,1.31,0.0073
2500,7.4,0.035,2.67,0.040349999999999976
2499,7.4,0.04,3.38,0.07444999999999997
2498,7.4,0.045,3.51,0.08460000000000001
2497,7.4,0.05,4.46,0.1343
2496,7.4,0.055,3.78,0.1144
2495,7.4,0.06,5.79,0.22099999999999995
2494,7.4,0.065,5.27,0.20179999999999995
2493,7.4,0.07,6.09,0.2507499999999999
2492,7.4,0.075,7.48,0.3403
2491,7.4,0.08,4.6,0.2015499999999999
2490,7.4,0.085,7.22,0.36805000000000004
2489,7.4,0.09,6.97,0.37
2488,7.4,0.095,7.22,0.4177499999999999
2487,7.4,0.1,8.11,0.46865
2486,7.4,0.125,6.37,0.4393999999999999
2485,7.4,0.15,8.43,0.6783499999999999
2484,7.4,0.175,8.35,0.76795
2483,7.4,0.2,8.19,0.848
2482,7.4,0.225,7.43,0.848
2481,7.4,0.25,6.92,0.8387999999999998
2480,7.4,0.275,6.47,0.8482000000000001
2479,7.4,0.3,6.29,0.8986
2478,7.4,0.325,6.07,0.9083500000000001
2477,7.4,0.35,5.95,0.9493
2476,7.4,0.375,5.45,0.8992
2475,7.4,0.4,5.4,0.9292
2474,7.4,0.425,5.38,0.9695500000000001
2473,7.4,0.45,5.16,0.9792500000000001
2472,7.4,0.475,4.9,0.9893000000000001
2471,7.4,0.5,4.67,0.97935
2470,7.4,0.525,4.55,0.9692499999999998
2469,7.4,0.55,4.59,0.9991500000000001
2468,7.4,0.575,4.2,0.9891999999999999
2467,7.4,0.6,4.32,0.9992
2466,7.4,0.625,4.02,0.9993500000000001
2465,7.4,0.65,4.02,0.9994999999999998
2464,7.4,0.675,3.93,0.99965
2463,7.4,0.7,3.81,0.9995999999999999
2462,7.4,0.725,3.85,0.9996
2461,7.4,0.75,3.64,0.9993500000000002
2460,7.4,0.775,3.59,0.9995500000000002
2459,7.4,0.8,3.59,0.9997499999999999
2458,7.4,0.825,3.35,0.9997
2457,7.4,0.85,3.35,0.9996
2456,7.4,0.875,3.41,0.9997
2455,7.4,0.9,3.33,0.9995
2454,7.4,0.925,3.23,0.9997
2453,7.4,0.95,3.22,0.9996
2452,7.4,0.975,3.25,0.9993500000000001
2451,7.4,1.0,3.09,0.9998
2450,7.6,0.0,1.0,0.004999999999999999
2449,7.6,0.005,1.03,0.005149999999999999
2448,7.6,0.01,1.06,0.005349999999999999
2447,7.6,0.015,1.12,0.00575
2446,7.6,0.02,1.16,0.006000000000000001
2445,7.6,0.025,1.37,0.0074
2444,7.6,0.03,2.41,0.03524999999999998
2443,7.6,0.035,1.88,0.025449999999999987
2442,7.6,0.04,3.02,0.06599999999999999
2441,7.6,0.045,3.68,0.09335
2440,7.6,0.05,5.55,0.17149999999999996
2439,7.6,0.055,4.57,0.14445
2438,7.6,0.06,5.57,0.21094999999999992
2437,7.6,0.065,7.01,0.2805499999999999
2436,7.6,0.07,6.9,0.2995999999999999
2435,7.6,0.075,6.48,0.29045
2434,7.6,0.08,7.97,0.39819999999999994
2433,7.6,0.085,6.08,0.30099999999999993
2432,7.6,0.09,5.99,0.30094999999999994
2431,7.6,0.095,6.54,0.35064999999999996
2430,7.6,0.1,8.92,0.5366500000000001
2429,7.6,0.125,8.86,0.6361
2428,7.6,0.15,8.18,0.6768000000000001
2427,7.6,0.175,7.43,0.6788500000000001
2426,7.6,0.2,7.19,0.7486499999999999
2425,7.6,0.225,7.08,0.7994499999999999
2424,7.6,0.25,7.21,0.88795
2423,7.6,0.275,6.31,0.829
2422,7.6,0.3,6.29,0.9086500000000001
2421,7.6,0.325,6.37,0.9384
2420,7.6,0.35,6.06,0.9584999999999999
2419,7.6,0.375,5.91,0.95905
2418,7.6,0.4,5.39,0.9488000000000001
2417,7.6,0.425,5.13,0.93905
2416,7.6,0.45,4.96,0.9394499999999999
2415,7.6,0.475,4.93,0.9589
2414,7.6,0.5,4.79,0.9990000000000001
2413,7.6,0.525,4.64,0.9993500000000001
2412,7.6,0.55,4.43,0.9993500000000001
2411,7.6,0.575,4.41,0.9891999999999999
2410,7.6,0.6,4.23,0.9890000000000001
2409,7.6,0.625,4.04,0.97945
2408,7.6,0.65,4.07,0.9996499999999999
2407,7.6,0.675,3.95,0.9992
2406,7.6,0.7,3.81,0.98965
2405,7.6,0.725,3.75,0.9992000000000002
2404,7.6,0.75,3.66,0.9995499999999999
2403,7.6,0.775,3.7,0.9996
2402,7.6,0.8,3.43,0.99945
2401,7.6,0.825,3.54,0.9996
2400,7.6,0.85,3.44,0.9997
2399,7.6,0.875,3.26,0.99965
2398,7.6,0.9,3.24,0.98985
2397,7.6,0.925,3.26,0.9995500000000002
2396,7.6,0.95,3.08,0.99965
2395,7.6,0.975,3.21,0.9996
2394,7.6,1.0,3.14,0.9998
2393,7.8,0.0,1.0,0.004999999999999999
2392,7.8,0.005,1.05,0.00525
2391,7.8,0.01,1.12,0.005600000000000001
2390,7.8,0.015,1.17,0.006000000000000001
2389,7.8,0.02,1.19,0.006300000000000001
2388,7.8,0.025,1.75,0.01689999999999999
2387,7.8,0.03,2.17,0.0341
2386,7.8,0.035,2.75,0.053899999999999976
2385,7.8,0.04,2.87,0.05624999999999998
2384,7.8,0.045,4.98,0.14235
2383,7.8,0.05,4.71,0.14309999999999998
2382,7.8,0.055,3.81,0.12254999999999999
2381,7.8,0.06,5.29,0.19164999999999988
2380,7.8,0.065,6.61,0.26104999999999995
2379,7.8,0.07,5.92,0.24154999999999993
2378,7.8,0.075,7.01,0.3284000000000001
2377,7.8,0.08,6.87,0.3198
2376,7.8,0.085,8.66,0.44809999999999994
2375,7.8,0.09,6.26,0.32989999999999997
2374,7.8,0.095,7.84,0.4289
2373,7.8,0.1,8.62,0.5074000000000001
2372,7.8,0.125,8.74,0.5982999999999999
2371,7.8,0.15,7.9,0.63815
2370,7.8,0.175,6.5,0.6090500000000001
2369,7.8,0.2,8.2,0.8373
2368,7.8,0.225,7.33,0.8277999999999999
2367,7.8,0.25,6.98,0.8782000000000002
2366,7.8,0.275,6.8,0.9177500000000002
2365,7.8,0.3,6.45,0.8986999999999999
2364,7.8,0.325,6.13,0.9285999999999999
2363,7.8,0.35,6.11,0.9491
2362,7.8,0.375,5.85,0.9787
2361,7.8,0.4,5.52,0.9885
2360,7.8,0.425,5.21,0.9489
2359,7.8,0.45,4.98,0.9192999999999999
2358,7.8,0.475,4.81,0.9693
2357,7.8,0.5,4.62,0.9692500000000002
2356,7.8,0.525,4.63,0.9995499999999999
2355,7.8,0.55,4.41,0.9794499999999999
2354,7.8,0.575,4.31,0.9797
2353,7.8,0.6,4.34,0.9994
2352,7.8,0.625,4.2,0.9991
2351,7.8,0.65,3.95,0.9992500000000001
2350,7.8,0.675,3.94,0.9797999999999999
2349,7.8,0.7,3.9,0.9995499999999998
2348,7.8,0.725,3.75,0.9997
2347,7.8,0.75,3.69,0.9994500000000001
2346,7.8,0.775,3.56,0.9995
2345,7.8,0.8,3.47,0.9997499999999999
2344,7.8,0.825,3.4,0.9995500000000002
2343,7.8,0.85,3.34,0.9994
2342,7.8,0.875,3.38,0.9997
2341,7.8,0.9,3.2,0.9997499999999999
2340,7.8,0.925,3.28,0.9997499999999999
2339,7.8,0.95,3.15,0.99995
2338,7.8,0.975,3.16,0.9997
2337,7.8,1.0,3.08,0.9997
2336,8.0,0.0,1.0,0.004999999999999999
2335,8.0,0.005,1.05,0.0052499999999999995
2334,8.0,0.01,1.06,0.0053
2333,8.0,0.015,1.1,0.0055000000000000005
2332,8.0,0.02,1.19,0.00615
2331,8.0,0.025,1.17,0.0059499999999999996
2330,8.0,0.03,2.4,0.03554999999999999
2329,8.0,0.035,2.29,0.03594999999999999
2328,8.0,0.04,2.57,0.05429999999999999
2327,8.0,0.045,3.44,0.09230000000000001
2326,8.0,0.05,3.94,0.10469999999999996
2325,8.0,0.055,4.56,0.15245
2324,8.0,0.06,5.57,0.20959999999999998
2323,8.0,0.065,4.89,0.1838
2322,8.0,0.07,6.66,0.29025
2321,8.0,0.075,7.26,0.32979999999999987
2320,8.0,0.08,6.78,0.32934999999999987
2319,8.0,0.085,7.46,0.3803
2318,8.0,0.09,5.89,0.31065
2317,8.0,0.095,7.42,0.4096
2316,8.0,0.1,9.72,0.5678500000000001
2315,8.0,0.125,7.08,0.4697499999999999
2314,8.0,0.15,8.27,0.6785499999999999
2313,8.0,0.175,7.24,0.6787000000000001
2312,8.0,0.2,7.48,0.7585
2311,8.0,0.225,7.28,0.8280500000000001
2310,8.0,0.25,6.47,0.8088
2309,8.0,0.275,6.51,0.85855
2308,8.0,0.3,6.58,0.93825
2307,8.0,0.325,6.37,0.9583000000000002
2306,8.0,0.35,5.92,0.9487000000000001
2305,8.0,0.375,5.75,0.9588
2304,8.0,0.4,5.43,0.9591999999999998
2303,8.0,0.425,5.2,0.9490999999999999
2302,8.0,0.45,5.04,0.9590000000000001
2301,8.0,0.475,4.95,0.9788499999999999
2300,8.0,0.5,4.8,0.9992
2299,8.0,0.525,4.71,0.9895500000000002
2298,8.0,0.55,4.4,0.9694999999999999
2297,8.0,0.575,4.3,0.9593
2296,8.0,0.6,4.26,0.9897
2295,8.0,0.625,4.07,0.9993500000000001
2294,8.0,0.65,4.03,0.9896
2293,8.0,0.675,3.86,0.9995
2292,8.0,0.7,3.84,0.9994000000000001
2291,8.0,0.725,3.81,0.99965
2290,8.0,0.75,3.68,0.9995
2289,8.0,0.775,3.47,0.9997499999999999
2288,8.0,0.8,3.62,0.9995999999999999
2287,8.0,0.825,3.58,0.9995499999999999
2286,8.0,0.85,3.44,0.99965
2285,8.0,0.875,3.35,0.9997500000000001
2284,8.0,0.9,3.31,0.9997499999999999
2283,8.0,0.925,3.25,0.9998
2282,8.0,0.95,3.17,0.9997
2281,8.0,0.975,3.21,0.9995499999999999
2280,8.0,1.0,3.17,0.9998999999999999
2279,8.2,0.0,1.0,0.004999999999999999
2278,8.2,0.005,1.04,0.0052499999999999995
2277,8.2,0.01,1.07,0.005349999999999999
2276,8.2,0.015,1.2,0.00615
2275,8.2,0.02,1.17,0.005900000000000001
2274,8.2,0.025,1.71,0.01609999999999999
2273,8.2,0.03,1.6,0.015899999999999994
2272,8.2,0.035,2.1,0.034899999999999994
2271,8.2,0.04,2.89,0.06414999999999998
2270,8.2,0.045,3.68,0.094
2269,8.2,0.05,3.56,0.095
2268,8.2,0.055,4.7,0.1525
2267,8.2,0.06,4.01,0.1243
2266,8.2,0.065,8.37,0.35739999999999994
2265,8.2,0.07,6.19,0.26859999999999995
2264,8.2,0.075,6.15,0.27104999999999996
2263,8.2,0.08,7.82,0.37795
2262,8.2,0.085,8.6,0.44839999999999997
2261,8.2,0.09,7.37,0.38105000000000006
2260,8.2,0.095,5.99,0.3200999999999999
2259,8.2,0.1,7.18,0.41045000000000004
2258,8.2,0.125,8.44,0.5982500000000001
2257,8.2,0.15,8.95,0.72675
2256,8.2,0.175,8.17,0.7674500000000001
2255,8.2,0.2,7.47,0.7684500000000003
2254,8.2,0.225,7.22,0.83795
2253,8.2,0.25,6.98,0.8386499999999999
2252,8.2,0.275,6.89,0.8980000000000001
2251,8.2,0.3,6.28,0.87905
2250,8.2,0.325,6.3,0.9283
2249,8.2,0.35,6.11,0.9686000000000001
2248,8.2,0.375,5.75,0.9393
2247,8.2,0.4,5.58,0.95915
2246,8.2,0.425,5.2,0.9592500000000002
2245,8.2,0.45,5.14,0.9992
2244,8.2,0.475,4.86,0.9691500000000001
2243,8.2,0.5,4.8,0.9892
2242,8.2,0.525,4.63,0.9792000000000001
2241,8.2,0.55,4.49,0.9895500000000002
2240,8.2,0.575,4.28,0.98925
2239,8.2,0.6,4.31,0.9993500000000001
2238,8.2,0.625,4.15,0.9995000000000002
2237,8.2,0.65,4.02,0.9995000000000002
2236,8.2,0.675,3.99,0.99945
2235,8.2,0.7,3.83,0.99925
2234,8.2,0.725,3.74,0.9993500000000001
2233,8.2,0.75,3.61,0.9995000000000002
2232,8.2,0.775,3.63,0.99945
2231,8.2,0.8,3.52,0.9995499999999999
2230,8.2,0.825,3.5,0.9998000000000001
2229,8.2,0.85,3.39,0.9994
2228,8.2,0.875,3.31,0.9997000000000001
2227,8.2,0.9,3.26,0.99965
2226,8.2,0.925,3.23,0.9996
2225,8.2,0.95,3.09,0.9998
2224,8.2,0.975,3.1,0.9997
2223,8.2,1.0,3.2,0.9997499999999999
2222,8.4,0.0,1.0,0.004999999999999999
2221,8.4,0.005,1.05,0.00525
2220,8.4,0.01,1.13,0.0056500000000000005
2219,8.4,0.015,1.12,0.00565
2218,8.4,0.02,1.2,0.00625
2217,8.4,0.025,2.04,0.025349999999999987
2216,8.4,0.03,1.75,0.01704999999999999
2215,8.4,0.035,2.34,0.03624999999999999
2214,8.4,0.04,3.23,0.06599999999999998
2213,8.4,0.045,5.3,0.15150000000000002
2212,8.4,0.05,5.35,0.17179999999999992
2211,8.4,0.055,4.46,0.14349999999999996
2210,8.4,0.06,4.06,0.1338
2209,8.4,0.065,6.15,0.2506
2208,8.4,0.07,7.01,0.31754999999999994
2207,8.4,0.075,6.21,0.2814499999999999
2206,8.4,0.08,5.68,0.2613
2205,8.4,0.085,6.98,0.34965
2204,8.4,0.09,7.59,0.40840000000000004
2203,8.4,0.095,6.95,0.3711
2202,8.4,0.1,6.67,0.37045
2201,8.4,0.125,8.42,0.59785
2200,8.4,0.15,8.86,0.7468999999999998
2199,8.4,0.175,7.54,0.6886499999999998
2198,8.4,0.2,7.95,0.80715
2197,8.4,0.225,6.85,0.7791
2196,8.4,0.25,6.93,0.8576500000000001
2195,8.4,0.275,6.76,0.9278000000000002
2194,8.4,0.3,6.31,0.88865
2193,8.4,0.325,6.41,0.9486000000000001
2192,8.4,0.35,5.94,0.9686
2191,8.4,0.375,5.91,0.9788
2190,8.4,0.4,5.37,0.9591
2189,8.4,0.425,5.14,0.9490000000000001
2188,8.4,0.45,5.15,0.9692999999999999
2187,8.4,0.475,4.81,0.9692000000000001
2186,8.4,0.5,4.69,0.9792500000000001
2185,8.4,0.525,4.65,0.9693999999999999
2184,8.4,0.55,4.5,0.98965
2183,8.4,0.575,4.33,0.95975
2182,8.4,0.6,4.23,0.9894499999999999
2181,8.4,0.625,4.18,0.9897999999999999
2180,8.4,0.65,4.12,0.99945
2179,8.4,0.675,4.0,0.9891500000000001
2178,8.4,0.7,3.81,0.9895
2177,8.4,0.725,3.65,0.9894500000000002
2176,8.4,0.75,3.81,0.9994
2175,8.4,0.775,3.61,0.9995499999999999
2174,8.4,0.8,3.55,0.9995
2173,8.4,0.825,3.43,0.9997500000000001
2172,8.4,0.85,3.37,0.9997499999999999
2171,8.4,0.875,3.41,0.9997999999999999
2170,8.4,0.9,3.3,0.9997
2169,8.4,0.925,3.25,0.9997
2168,8.4,0.95,3.16,0.9998
2167,8.4,0.975,3.14,0.9999000000000001
2166,8.4,1.0,3.12,0.9995499999999998
2165,8.6,0.0,1.0,0.004999999999999999
2164,8.6,0.005,1.04,0.005199999999999999
2163,8.6,0.01,1.06,0.005349999999999999
2162,8.6,0.015,1.1,0.0055000000000000005
2161,8.6,0.02,1.11,0.005750000000000001
2160,8.6,0.025,1.22,0.00645
2159,8.6,0.03,2.4,0.03644999999999998
2158,8.6,0.035,1.73,0.017449999999999993
2157,8.6,0.04,3.33,0.07604999999999996
2156,8.6,0.045,3.54,0.09419999999999998
2155,8.6,0.05,2.62,0.04854999999999999
2154,8.6,0.055,5.45,0.18134999999999998
2153,8.6,0.06,5.68,0.20309999999999997
2152,8.6,0.065,6.56,0.2613999999999999
2151,8.6,0.07,4.84,0.19364999999999996
2150,8.6,0.075,6.6,0.29085
2149,8.6,0.08,7.41,0.3595999999999999
2148,8.6,0.085,6.47,0.32885
2147,8.6,0.09,8.08,0.4292
2146,8.6,0.095,7.84,0.44800000000000006
2145,8.6,0.1,7.04,0.3993
2144,8.6,0.125,8.13,0.5497500000000001
2143,8.6,0.15,7.41,0.58815
2142,8.6,0.175,7.67,0.6980999999999998
2141,8.6,0.2,7.98,0.82685
2140,8.6,0.225,6.71,0.7587999999999999
2139,8.6,0.25,6.85,0.8384999999999997
2138,8.6,0.275,6.95,0.9289000000000001
2137,8.6,0.3,6.59,0.90905
2136,8.6,0.325,6.24,0.9291999999999999
2135,8.6,0.35,5.79,0.92935
2134,8.6,0.375,5.8,0.9588000000000001
2133,8.6,0.4,5.61,0.97905
2132,8.6,0.425,5.25,0.95915
2131,8.6,0.45,5.21,0.97925
2130,8.6,0.475,4.82,0.9793000000000001
2129,8.6,0.5,4.83,0.9892
2128,8.6,0.525,4.67,0.96945
2127,8.6,0.55,4.49,0.96945
2126,8.6,0.575,4.5,0.9894
2125,8.6,0.6,4.23,0.9892
2124,8.6,0.625,4.15,0.9994500000000002
2123,8.6,0.65,3.96,0.99945
2122,8.6,0.675,4.03,0.9994
