,epsilon,p,length,size
1495,10.8,0.675,3.86,0.97955
1494,10.8,0.7,3.85,0.9897
1493,10.8,0.725,3.83,0.99945
1492,10.8,0.75,3.75,0.9796
1491,10.8,0.775,3.53,0.9996
1490,10.8,0.8,3.51,0.9997499999999999
1489,10.8,0.825,3.44,0.9996
1488,10.8,0.85,3.44,0.9995
1487,10.8,0.875,3.33,0.9997499999999999
1486,10.8,0.9,3.35,0.9994
1485,10.8,0.925,3.23,0.9997999999999999
1484,10.8,0.95,3.31,0.9997
1483,10.8,0.975,3.13,0.9997499999999999
1482,10.8,1.0,3.15,0.99985
1481,11.0,0.0,1.0,0.004999999999999999
1480,11.0,0.005,1.02,0.005099999999999999
1479,11.0,0.01,1.13,0.005699999999999999
1478,11.0,0.015,1.13,0.005750000000000001
1477,11.0,0.02,1.13,0.00575
1476,11.0,0.025,1.25,0.0065000000000000014
1475,11.0,0.03,2.34,0.0355
1474,11.0,0.035,2.66,0.04589999999999997
1473,11.0,0.04,2.41,0.04594999999999998
1472,11.0,0.045,3.27,0.07689999999999998
1471,11.0,0.05,4.78,0.14334999999999998
1470,11.0,0.055,5.26,0.18134999999999996
1469,11.0,0.06,5.27,0.19135
1468,11.0,0.065,7.61,0.3197999999999999
1467,11.0,0.07,6.38,0.27934999999999993
1466,11.0,0.075,6.83,0.31894999999999996
1465,11.0,0.08,7.39,0.35944999999999994
1464,11.0,0.085,7.55,0.3884
1463,11.0,0.09,6.3,0.31189999999999996
1462,11.0,0.095,8.54,0.46954999999999997
1461,11.0,0.1,7.25,0.40045000000000003
1460,11.0,0.125,7.72,0.5490999999999999
1459,11.0,0.15,7.68,0.6285999999999999
1458,11.0,0.175,7.03,0.6591
1457,11.0,0.2,6.98,0.6992
1456,11.0,0.225,7.34,0.8083499999999999
1455,11.0,0.25,6.88,0.8486000000000001
1454,11.0,0.275,6.76,0.8780999999999999
1453,11.0,0.3,6.45,0.9184500000000001
1452,11.0,0.325,6.12,0.9189499999999999
1451,11.0,0.35,6.19,0.9785999999999998
1450,11.0,0.375,5.64,0.9289499999999999
1449,11.0,0.4,5.34,0.9193000000000001
1448,11.0,0.425,5.31,0.9394499999999998
1447,11.0,0.45,5.13,0.97905
1446,11.0,0.475,5.02,0.9893500000000001
1445,11.0,0.5,4.78,0.9787
1444,11.0,0.525,4.61,0.9991500000000001
1443,11.0,0.55,4.5,0.9793999999999999
1442,11.0,0.575,4.46,0.9895999999999999
1441,11.0,0.6,4.11,0.9894499999999999
1440,11.0,0.625,3.94,0.96935
1439,11.0,0.65,4.03,0.9993000000000001
1438,11.0,0.675,4.01,0.99965
1437,11.0,0.7,3.79,0.9997500000000001
1436,11.0,0.725,3.76,0.9996
1435,11.0,0.75,3.8,0.9997499999999999
1434,11.0,0.775,3.62,0.99985
1433,11.0,0.8,3.59,0.9899000000000001
1432,11.0,0.825,3.46,0.99965
1431,11.0,0.85,3.34,0.9996
1430,11.0,0.875,3.31,0.9997499999999999
1429,11.0,0.9,3.31,0.9999000000000001
1428,11.0,0.925,3.32,1.0
1427,11.0,0.95,3.2,0.9996
1426,11.0,0.975,3.18,0.9997999999999999
1425,11.0,1.0,3.08,0.9998000000000001
1424,11.2,0.0,1.0,0.004999999999999999
1423,11.2,0.005,1.06,0.0053
1422,11.2,0.01,1.12,0.0056500000000000005
1421,11.2,0.015,1.12,0.00575
1420,11.2,0.02,1.35,0.0071
1419,11.2,0.025,1.32,0.0068000000000000005
1418,11.2,0.03,1.81,0.01819999999999999
1417,11.2,0.035,2.36,0.03649999999999998
1416,11.2,0.04,3.83,0.08565000000000002
1415,11.2,0.045,1.97,0.027499999999999986
1414,11.2,0.05,6.3,0.20909999999999992
1413,11.2,0.055,4.34,0.13435
1412,11.2,0.06,5.53,0.19199999999999992
1411,11.2,0.065,5.08,0.19269999999999998
1410,11.2,0.07,8.46,0.37720000000000004
1409,11.2,0.075,6.12,0.26215
1408,11.2,0.08,7.28,0.35865
1407,11.2,0.085,9.02,0.46654999999999996
1406,11.2,0.09,7.02,0.3605500000000001
1405,11.2,0.095,7.24,0.3907999999999999
1404,11.2,0.1,7.02,0.3899
1403,11.2,0.125,9.14,0.6468499999999999
1402,11.2,0.15,8.07,0.6592
1401,11.2,0.175,7.76,0.70785
1400,11.2,0.2,7.47,0.78795
1399,11.2,0.225,7.78,0.8673000000000002
1398,11.2,0.25,6.95,0.8584500000000002
1397,11.2,0.275,7.02,0.90865
1396,11.2,0.3,6.34,0.87845
1395,11.2,0.325,5.88,0.85925
1394,11.2,0.35,6.07,0.9587500000000001
1393,11.2,0.375,5.86,0.96905
1392,11.2,0.4,5.73,0.9789
1391,11.2,0.425,5.38,0.9889500000000001
1390,11.2,0.45,5.23,0.96925
1389,11.2,0.475,4.97,0.9892
1388,11.2,0.5,4.74,0.9794000000000002
1387,11.2,0.525,4.71,0.98945
1386,11.2,0.55,4.39,0.93985
1385,11.2,0.575,4.37,0.9991500000000001
1384,11.2,0.6,4.49,0.9994
1383,11.2,0.625,4.25,0.9896
1382,11.2,0.65,3.91,0.98965
1381,11.2,0.675,4.02,0.9994
1380,11.2,0.7,3.8,0.9897999999999999
1379,11.2,0.725,3.77,0.9895500000000002
1378,11.2,0.75,3.64,0.9996
1377,11.2,0.775,3.64,0.9995500000000002
1376,11.2,0.8,3.55,0.9995000000000002
1375,11.2,0.825,3.4,0.9997499999999999
1374,11.2,0.85,3.41,0.9994500000000001
1373,11.2,0.875,3.44,0.9997499999999999
1372,11.2,0.9,3.31,0.9996499999999999
1371,11.2,0.925,3.15,0.9997499999999999
1370,11.2,0.95,3.19,0.98985
1369,11.2,0.975,3.15,0.99995
1368,11.2,1.0,3.13,0.9997999999999999
1367,11.4,0.0,1.0,0.004999999999999999
1366,11.4,0.005,1.02,0.005099999999999999
1365,11.4,0.01,1.09,0.005600000000000001
1364,11.4,0.015,1.17,0.006000000000000001
1363,11.4,0.02,1.18,0.00625
1362,11.4,0.025,1.3,0.006900000000000002
1361,11.4,0.03,2.1,0.026699999999999988
1360,11.4,0.035,2.29,0.036499999999999984
1359,11.4,0.04,2.63,0.05459999999999998
1358,11.4,0.045,2.38,0.04549999999999997
1357,11.4,0.05,4.48,0.12474999999999997
1356,11.4,0.055,4.52,0.14334999999999998
1355,11.4,0.06,5.47,0.20214999999999997
1354,11.4,0.065,7.06,0.2880999999999999
1353,11.4,0.07,6.39,0.2715499999999999
1352,11.4,0.075,5.31,0.21389999999999992
1351,11.4,0.08,7.21,0.3404
1350,11.4,0.085,7.99,0.41794999999999993
1349,11.4,0.09,8.14,0.4386
1348,11.4,0.095,7.82,0.43735
1347,11.4,0.1,7.06,0.39994999999999997
1346,11.4,0.125,7.85,0.5477
1345,11.4,0.15,8.27,0.6577999999999998
1344,11.4,0.175,6.78,0.6194
1343,11.4,0.2,8.2,0.8476499999999999
1342,11.4,0.225,7.61,0.8675
1341,11.4,0.25,7.0,0.8482500000000001
1340,11.4,0.275,6.8,0.8785000000000001
1339,11.4,0.3,6.59,0.9085
1338,11.4,0.325,6.27,0.9287499999999999
1337,11.4,0.35,5.9,0.91915
1336,11.4,0.375,5.58,0.9493
1335,11.4,0.4,5.47,0.9789500000000001
1334,11.4,0.425,5.34,0.9593
1333,11.4,0.45,5.08,0.98945
1332,11.4,0.475,5.02,0.9792000000000001
1331,11.4,0.5,4.65,0.9692500000000002
1330,11.4,0.525,4.6,0.97945
1329,11.4,0.55,4.65,0.9895999999999999
1328,11.4,0.575,4.55,0.99925
1327,11.4,0.6,4.25,0.9894499999999999
1326,11.4,0.625,4.21,0.9798
1325,11.4,0.65,4.15,0.9897999999999999
1324,11.4,0.675,3.94,0.9897500000000001
1323,11.4,0.7,3.93,0.9897499999999999
1322,11.4,0.725,3.81,0.9997499999999999
1321,11.4,0.75,3.62,0.9995500000000002
1320,11.4,0.775,3.53,0.99945
1319,11.4,0.8,3.57,0.9995500000000002
1318,11.4,0.825,3.37,0.9898
1317,11.4,0.85,3.29,0.9997
1316,11.4,0.875,3.38,0.9996
1315,11.4,0.9,3.34,0.9998
1314,11.4,0.925,3.26,0.9997999999999999
1313,11.4,0.95,3.22,0.98985
1312,11.4,0.975,3.15,0.9997
1311,11.4,1.0,3.11,0.9998
1310,11.6,0.0,1.0,0.004999999999999999
1309,11.6,0.005,1.03,0.005149999999999999
1308,11.6,0.01,1.06,0.0053
1307,11.6,0.015,1.13,0.00575
1306,11.6,0.02,1.21,0.0063
1305,11.6,0.025,1.76,0.016799999999999995
1304,11.6,0.03,1.68,0.016049999999999995
1303,11.6,0.035,1.63,0.016799999999999995
1302,11.6,0.04,1.99,0.026599999999999988
1301,11.6,0.045,4.48,0.12254999999999999
1300,11.6,0.05,4.44,0.1251
1299,11.6,0.055,4.87,0.15339999999999998
1298,11.6,0.06,6.56,0.25059999999999993
1297,11.6,0.065,6.35,0.24979999999999997
1296,11.6,0.07,6.2,0.27024999999999993
1295,11.6,0.075,6.31,0.27929999999999994
1294,11.6,0.08,6.85,0.31994999999999996
1293,11.6,0.085,8.53,0.43849999999999995
1292,11.6,0.09,6.39,0.32085
1291,11.6,0.095,8.52,0.46754999999999997
1290,11.6,0.1,8.44,0.49825
1289,11.6,0.125,8.89,0.6275
1288,11.6,0.15,8.31,0.6873500000000001
1287,11.6,0.175,7.44,0.6872
1286,11.6,0.2,6.99,0.7088
1285,11.6,0.225,7.35,0.8185999999999999
1284,11.6,0.25,6.99,0.8384999999999999
1283,11.6,0.275,6.72,0.87815
1282,11.6,0.3,5.93,0.8494999999999999
1281,11.6,0.325,6.18,0.9188
1280,11.6,0.35,5.85,0.9189000000000002
1279,11.6,0.375,5.82,0.9494999999999999
1278,11.6,0.4,5.48,0.9296000000000001
1277,11.6,0.425,5.25,0.9692500000000002
1276,11.6,0.45,5.12,0.96935
1275,11.6,0.475,4.78,0.9492
1274,11.6,0.5,4.78,0.9895
1273,11.6,0.525,4.61,0.97905
1272,11.6,0.55,4.46,0.9994
1271,11.6,0.575,4.32,0.9697
1270,11.6,0.6,4.25,0.99925
1269,11.6,0.625,4.09,0.97935
1268,11.6,0.65,4.11,0.9991499999999999
1267,11.6,0.675,4.01,0.9896
1266,11.6,0.7,3.83,0.9796
1265,11.6,0.725,3.83,0.9797500000000001
1264,11.6,0.75,3.66,0.9995
1263,11.6,0.775,3.57,0.9897499999999999
1262,11.6,0.8,3.64,0.9999000000000001
1261,11.6,0.825,3.45,0.9895500000000002
1260,11.6,0.85,3.5,0.9995499999999999
1259,11.6,0.875,3.34,0.9997
1258,11.6,0.9,3.28,0.98965
1257,11.6,0.925,3.29,0.9996
1256,11.6,0.95,3.26,0.9998
1255,11.6,0.975,3.18,0.9998
1254,11.6,1.0,3.15,0.9997499999999999
1253,11.8,0.0,1.0,0.004999999999999999
1252,11.8,0.005,1.01,0.005049999999999999
1251,11.8,0.01,1.08,0.0054
1250,11.8,0.015,1.17,0.006100000000000001
1249,11.8,0.02,1.64,0.015649999999999997
1248,11.8,0.025,1.29,0.006850000000000002
1247,11.8,0.03,1.33,0.0075000000000000015
1246,11.8,0.035,1.76,0.02529999999999999
1245,11.8,0.04,3.59,0.08404999999999997
1244,11.8,0.045,2.34,0.04554999999999998
1243,11.8,0.05,4.87,0.14429999999999998
1242,11.8,0.055,3.71,0.10554999999999999
1241,11.8,0.06,5.19,0.18374999999999994
1240,11.8,0.065,6.24,0.2503999999999999
1239,11.8,0.07,6.85,0.2987499999999999
1238,11.8,0.075,5.97,0.26204999999999995
1237,11.8,0.08,8.84,0.43825000000000003
1236,11.8,0.085,7.9,0.39089999999999997
1235,11.8,0.09,7.72,0.40845
1234,11.8,0.095,6.31,0.3405
1233,11.8,0.1,7.17,0.40074999999999994
1232,11.8,0.125,8.1,0.5676000000000001
1231,11.8,0.15,7.77,0.6377
1230,11.8,0.175,7.9,0.7384000000000001
1229,11.8,0.2,7.75,0.7593000000000001
1228,11.8,0.225,7.26,0.8375999999999999
1227,11.8,0.25,6.52,0.7791000000000001
1226,11.8,0.275,6.75,0.8785499999999999
1225,11.8,0.3,6.58,0.9178499999999998
1224,11.8,0.325,6.34,0.9584999999999999
1223,11.8,0.35,6.29,0.95915
1222,11.8,0.375,5.59,0.9095
1221,11.8,0.4,5.31,0.92885
1220,11.8,0.425,5.32,0.9792000000000001
1219,11.8,0.45,5.07,0.96905
1218,11.8,0.475,4.85,0.9791000000000001
1217,11.8,0.5,4.68,0.96925
1216,11.8,0.525,4.58,0.9990000000000001
1215,11.8,0.55,4.52,0.9989500000000001
1214,11.8,0.575,4.26,0.9793999999999999
1213,11.8,0.6,4.31,0.9897499999999999
1212,11.8,0.625,4.26,0.9893500000000001
1211,11.8,0.65,4.08,0.9896
1210,11.8,0.675,4.04,0.9895500000000002
1209,11.8,0.7,3.97,0.9995500000000002
1208,11.8,0.725,3.76,0.99965
1207,11.8,0.75,3.79,0.9994500000000001
1206,11.8,0.775,3.56,0.9997
1205,11.8,0.8,3.53,0.9995
1204,11.8,0.825,3.47,0.9898
1203,11.8,0.85,3.51,0.9997500000000001
1202,11.8,0.875,3.42,0.9994999999999998
1201,11.8,0.9,3.32,0.9996
1200,11.8,0.925,3.29,0.9997
1199,11.8,0.95,3.23,0.9997
1198,11.8,0.975,3.28,0.9997499999999999
1197,11.8,1.0,3.07,0.9998500000000001
1196,12.0,0.0,1.0,0.004999999999999999
1195,12.0,0.005,1.06,0.005349999999999999
1194,12.0,0.01,1.09,0.005549999999999999
1193,12.0,0.015,1.08,0.0055000000000000005
1192,12.0,0.02,1.35,0.007150000000000002
1191,12.0,0.025,1.83,0.017599999999999994
1190,12.0,0.03,1.98,0.025649999999999985
1189,12.0,0.035,2.68,0.04554999999999998
1188,12.0,0.04,3.79,0.08515
1187,12.0,0.045,3.8,0.10254999999999999
1186,12.0,0.05,3.88,0.10435
1185,12.0,0.055,3.83,0.11289999999999997
1184,12.0,0.06,5.17,0.17309999999999998
1183,12.0,0.065,6.33,0.2422999999999999
1182,12.0,0.07,6.82,0.29079999999999995
1181,12.0,0.075,7.27,0.33854999999999996
1180,12.0,0.08,5.97,0.2808499999999999
1179,12.0,0.085,8.34,0.4291500000000001
1178,12.0,0.09,7.18,0.38900000000000007
1177,12.0,0.095,8.06,0.43945
1176,12.0,0.1,8.75,0.5273499999999999
1175,12.0,0.125,7.88,0.5583
1174,12.0,0.15,8.5,0.68875
1173,12.0,0.175,7.87,0.7379000000000001
1172,12.0,0.2,7.86,0.78775
1171,12.0,0.225,7.86,0.8678999999999999
1170,12.0,0.25,6.8,0.8388
1169,12.0,0.275,6.83,0.888
1168,12.0,0.3,6.55,0.9280499999999999
1167,12.0,0.325,6.11,0.9282499999999999
1166,12.0,0.35,6.02,0.93915
1165,12.0,0.375,5.9,0.9689000000000001
1164,12.0,0.4,5.75,0.9588500000000002
1163,12.0,0.425,5.22,0.94935
1162,12.0,0.45,5.28,0.9788500000000002
1161,12.0,0.475,5.05,0.96935
1160,12.0,0.5,4.6,0.9595000000000001
1159,12.0,0.525,4.7,0.9794499999999999
1158,12.0,0.55,4.6,0.9995500000000002
1157,12.0,0.575,4.55,0.9994500000000001
1156,12.0,0.6,4.4,0.9996
1155,12.0,0.625,4.06,0.9994
1154,12.0,0.65,4.11,0.9894000000000002
1153,12.0,0.675,4.05,0.9994999999999998
1152,12.0,0.7,3.91,0.9996
1151,12.0,0.725,3.79,0.99965
1150,12.0,0.75,3.75,0.99965
1149,12.0,0.775,3.82,0.9998
1148,12.0,0.8,3.61,0.9994
1147,12.0,0.825,3.49,0.9993500000000001
1146,12.0,0.85,3.42,0.99965
1145,12.0,0.875,3.29,0.9996
1144,12.0,0.9,3.33,0.9997500000000001
1143,12.0,0.925,3.28,0.9997999999999999
1142,12.0,0.95,3.28,0.9998000000000001
1141,12.0,0.975,3.23,0.9998499999999999
1140,12.0,1.0,3.16,0.9998500000000001
1139,12.2,0.0,1.0,0.004999999999999999
1138,12.2,0.005,1.06,0.0053
1137,12.2,0.01,1.02,0.00515
1136,12.2,0.015,1.14,0.0057
1135,12.2,0.02,1.28,0.006750000000000001
1134,12.2,0.025,1.6,0.015799999999999995
1133,12.2,0.03,2.09,0.026549999999999994
1132,12.2,0.035,1.72,0.017599999999999994
1131,12.2,0.04,3.78,0.08529999999999997
1130,12.2,0.045,3.53,0.08379999999999999
1129,12.2,0.05,4.44,0.12429999999999997
1128,12.2,0.055,5.49,0.18359999999999993
1127,12.2,0.06,5.77,0.20209999999999995
1126,12.2,0.065,5.66,0.21184999999999996
1125,12.2,0.07,7.37,0.3197999999999999
1124,12.2,0.075,5.98,0.27024999999999993
1123,12.2,0.08,7.34,0.34964999999999996
1122,12.2,0.085,8.54,0.43755000000000005
1121,12.2,0.09,8.0,0.41869999999999996
1120,12.2,0.095,7.76,0.42950000000000005
1119,12.2,0.1,7.88,0.4685000000000001
1118,12.2,0.125,8.92,0.6183499999999998
1117,12.2,0.15,8.46,0.6970999999999999
1116,12.2,0.175,9.0,0.8172500000000003
1115,12.2,0.2,7.42,0.7489500000000001
1114,12.2,0.225,6.98,0.7884
1113,12.2,0.25,7.11,0.8588499999999999
1112,12.2,0.275,6.9,0.9183
1111,12.2,0.3,6.75,0.9486
1110,12.2,0.325,5.99,0.89905
1109,12.2,0.35,6.0,0.9392499999999999
1108,12.2,0.375,5.99,0.96875
1107,12.2,0.4,5.7,0.9688499999999999
1106,12.2,0.425,5.3,0.9791
1105,12.2,0.45,5.17,0.9791000000000001
1104,12.2,0.475,5.08,0.9992500000000001
1103,12.2,0.5,4.84,0.9993000000000001
1102,12.2,0.525,4.69,0.99965
1101,12.2,0.55,4.53,0.9996
1100,12.2,0.575,4.4,0.9897
1099,12.2,0.6,4.39,0.9993000000000001
1098,12.2,0.625,4.15,0.9992
1097,12.2,0.65,4.13,0.99965
1096,12.2,0.675,4.05,0.9995
1095,12.2,0.7,3.8,0.9995499999999999
1094,12.2,0.725,3.72,0.9894999999999999
1093,12.2,0.75,3.73,0.9994500000000001
1092,12.2,0.775,3.67,0.9997499999999999
1091,12.2,0.8,3.48,0.9997500000000001
1090,12.2,0.825,3.54,0.9997499999999999
1089,12.2,0.85,3.48,0.9998
1088,12.2,0.875,3.38,0.9996499999999999
1087,12.2,0.9,3.34,0.9995499999999999
1086,12.2,0.925,3.34,0.9996
1085,12.2,0.95,3.18,0.9997
1084,12.2,0.975,3.14,0.9998
1083,12.2,1.0,3.17,0.9995999999999999
1082,12.4,0.0,1.0,0.004999999999999999
1081,12.4,0.005,1.07,0.005349999999999999
1080,12.4,0.01,1.09,0.00545
1079,12.4,0.015,1.26,0.0067
1078,12.4,0.02,1.26,0.006800000000000001
1077,12.4,0.025,1.93,0.024399999999999995
1076,12.4,0.03,1.57,0.015799999999999995
1075,12.4,0.035,2.55,0.04499999999999999
1074,12.4,0.04,2.93,0.05629999999999996
1073,12.4,0.045,3.33,0.08455000000000001
1072,12.4,0.05,3.16,0.07544999999999998
1071,12.4,0.055,6.24,0.21965
1070,12.4,0.06,6.88,0.25295
1069,12.4,0.065,5.34,0.20094999999999996
1068,12.4,0.07,6.89,0.2901499999999999
1067,12.4,0.075,6.75,0.28254999999999997
1066,12.4,0.08,7.0,0.33014999999999994
1065,12.4,0.085,8.01,0.40779999999999994
1064,12.4,0.09,7.93,0.41919999999999996
1063,12.4,0.095,7.61,0.41935
1062,12.4,0.1,7.68,0.4477999999999999
1061,12.4,0.125,7.1,0.48910000000000003
1060,12.4,0.15,8.04,0.64845
1059,12.4,0.175,7.64,0.7080999999999998
1058,12.4,0.2,7.12,0.7293999999999999
1057,12.4,0.225,7.67,0.8774500000000001
1056,12.4,0.25,7.42,0.9180999999999999
1055,12.4,0.275,6.76,0.8889500000000001
1054,12.4,0.3,6.39,0.90875
1053,12.4,0.325,6.58,0.9786500000000001
1052,12.4,0.35,5.99,0.9393
1051,12.4,0.375,5.85,0.9592499999999999
1050,12.4,0.4,5.57,0.95905
1049,12.4,0.425,5.33,0.9592499999999999
1048,12.4,0.45,5.09,0.96925
1047,12.4,0.475,4.99,0.9592499999999998
1046,12.4,0.5,4.85,0.9794499999999999
1045,12.4,0.525,4.61,0.97935
1044,12.4,0.55,4.41,0.9894
1043,12.4,0.575,4.29,0.9795
1042,12.4,0.6,4.35,0.9996
1041,12.4,0.625,4.22,0.98945
1040,12.4,0.65,4.21,0.99965
1039,12.4,0.675,4.07,0.9998
1038,12.4,0.7,3.96,0.9998
1037,12.4,0.725,3.73,0.9898499999999999
1036,12.4,0.75,3.75,0.9995
1035,12.4,0.775,3.7,0.99965
1034,12.4,0.8,3.69,0.99965
1033,12.4,0.825,3.48,0.9898
1032,12.4,0.85,3.5,0.99945
1031,12.4,0.875,3.43,0.9995499999999999
1030,12.4,0.9,3.28,0.9899000000000001
1029,12.4,0.925,3.25,0.9996
1028,12.4,0.95,3.19,0.9997
1027,12.4,0.975,3.15,0.9997499999999999
1026,12.4,1.0,3.15,0.99965
1025,12.6,0.0,1.0,0.004999999999999999
1024,12.6,0.005,1.03,0.005149999999999999
1023,12.6,0.01,1.11,0.005549999999999999
1022,12.6,0.015,1.19,0.006250000000000001
1021,12.6,0.02,1.54,0.013749999999999998
1020,12.6,0.025,1.31,0.0075000000000000015
1019,12.6,0.03,1.26,0.0068000000000000005
1018,12.6,0.035,3.13,0.06364999999999998
1017,12.6,0.04,3.06,0.06474999999999997
1016,12.6,0.045,2.49,0.04664999999999998
1015,12.6,0.05,3.28,0.08530000000000001
1014,12.6,0.055,4.59,0.14354999999999996
1013,12.6,0.06,4.71,0.16309999999999994
1012,12.6,0.065,5.87,0.22274999999999995
1011,12.6,0.07,7.74,0.32905
1010,12.6,0.075,8.68,0.40825
1009,12.6,0.08,6.26,0.2818
1008,12.6,0.085,7.06,0.35865
1007,12.6,0.09,6.0,0.29219999999999996
1006,12.6,0.095,8.05,0.4592
1005,12.6,0.1,8.29,0.47985
1004,12.6,0.125,8.16,0.55885
1003,12.6,0.15,8.63,0.7075499999999999
1002,12.6,0.175,8.27,0.7575500000000001
1001,12.6,0.2,7.54,0.7587999999999999
1000,12.6,0.225,7.33,0.79885
999,12.6,0.25,7.25,0.8687999999999999
998,12.6,0.275,6.58,0.8585
997,12.6,0.3,6.49,0.8982499999999999
996,12.6,0.325,6.24,0.90905
995,12.6,0.35,5.63,0.87895
994,12.6,0.375,5.65,0.9492
993,12.6,0.4,5.62,0.9787
992,12.6,0.425,5.37,0.9789500000000001
991,12.6,0.45,5.28,0.9790000000000001
990,12.6,0.475,5.09,0.9694999999999999
989,12.6,0.5,4.88,0.9792000000000001
988,12.6,0.525,4.79,0.9993500000000001
987,12.6,0.55,4.59,0.97955
986,12.6,0.575,4.56,0.9990000000000001
985,12.6,0.6,4.23,0.9891
984,12.6,0.625,4.45,0.99945
983,12.6,0.65,4.15,0.9893500000000001
982,12.6,0.675,3.95,0.9895499999999999
981,12.6,0.7,3.98,0.9896
980,12.6,0.725,3.72,0.9798500000000001
979,12.6,0.75,3.8,0.9996
978,12.6,0.775,3.64,0.9994500000000002
977,12.6,0.8,3.59,0.9995500000000002
976,12.6,0.825,3.43,0.99995
975,12.6,0.85,3.44,0.9996
974,12.6,0.875,3.32,0.99985
973,12.6,0.9,3.43,0.9998500000000001
972,12.6,0.925,3.27,0.9997
971,12.6,0.95,3.32,0.99965
970,12.6,0.975,3.2,0.9994
969,12.6,1.0,3.13,0.9895
968,12.8,0.0,1.0,0.004999999999999999
967,12.8,0.005,1.06,0.0053
966,12.8,0.01,1.09,0.0055000000000000005
965,12.8,0.015,1.1,0.005549999999999999
964,12.8,0.02,1.11,0.005600000000000001
963,12.8,0.025,1.74,0.017349999999999994
962,12.8,0.03,1.32,0.006849999999999999
961,12.8,0.035,2.21,0.03354999999999999
960,12.8,0.04,3.47,0.08249999999999998
959,12.8,0.045,4.77,0.13224999999999998
958,12.8,0.05,3.36,0.08530000000000001
957,12.8,0.055,4.18,0.12414999999999997
956,12.8,0.06,4.99,0.18119999999999997
955,12.8,0.065,4.93,0.18219999999999992
954,12.8,0.07,5.64,0.23159999999999992
953,12.8,0.075,6.62,0.2895999999999999
952,12.8,0.08,6.53,0.30119999999999997
951,12.8,0.085,6.27,0.30204999999999993
950,12.8,0.09,8.13,0.43715000000000004
949,12.8,0.095,5.77,0.30079999999999996
948,12.8,0.1,8.24,0.47865
947,12.8,0.125,9.41,0.65735
946,12.8,0.15,8.22,0.6487999999999998
945,12.8,0.175,8.21,0.7578499999999999
944,12.8,0.2,7.77,0.78755
943,12.8,0.225,7.78,0.8583000000000002
942,12.8,0.25,6.65,0.7892999999999999
941,12.8,0.275,7.05,0.9277
940,12.8,0.3,6.34,0.8688499999999999
939,12.8,0.325,6.16,0.90875
938,12.8,0.35,6.13,0.9686
937,12.8,0.375,5.79,0.9396000000000001
936,12.8,0.4,5.35,0.9390999999999999
935,12.8,0.425,5.38,0.9790499999999999
934,12.8,0.45,5.24,0.9595000000000001
933,12.8,0.475,4.89,0.9694499999999999
932,12.8,0.5,4.91,0.9991
931,12.8,0.525,4.74,0.9894499999999999
930,12.8,0.55,4.59,0.9995500000000002
929,12.8,0.575,4.36,0.98915
928,12.8,0.6,4.33,0.97935
927,12.8,0.625,4.26,0.9797500000000001
926,12.8,0.65,4.19,0.9995500000000002
925,12.8,0.675,3.95,0.99965
924,12.8,0.7,3.86,0.9993000000000001
923,12.8,0.725,3.89,0.9996
922,12.8,0.75,3.81,0.99965
921,12.8,0.775,3.72,0.9999000000000001
920,12.8,0.8,3.76,0.99965
919,12.8,0.825,3.55,0.9997499999999999
918,12.8,0.85,3.53,0.9995
917,12.8,0.875,3.32,0.9996499999999999
916,12.8,0.9,3.42,0.9996499999999999
915,12.8,0.925,3.35,0.9997499999999999
914,12.8,0.95,3.32,0.9997
913,12.8,0.975,3.2,0.9997500000000001
912,12.8,1.0,3.22,0.9994
911,13.0,0.0,1.0,0.004999999999999999
910,13.0,0.005,1.04,0.0052499999999999995
909,13.0,0.01,1.07,0.0054
908,13.0,0.015,1.16,0.006
907,13.0,0.02,1.15,0.0058000000000000005
906,13.0,0.025,1.67,0.01595
905,13.0,0.03,1.72,0.01684999999999999
904,13.0,0.035,3.62,0.07409999999999997
903,13.0,0.04,3.38,0.06629999999999998
902,13.0,0.045,2.93,0.06599999999999998
901,13.0,0.05,4.47,0.1333
900,13.0,0.055,5.56,0.19214999999999996
899,13.0,0.06,5.98,0.2021999999999999
898,13.0,0.065,5.75,0.22224999999999998
897,13.0,0.07,5.74,0.22224999999999995
896,13.0,0.075,7.34,0.31994999999999996
895,13.0,0.08,7.44,0.35005
894,13.0,0.085,6.97,0.3396
893,13.0,0.09,7.59,0.40915
892,13.0,0.095,9.66,0.5463
891,13.0,0.1,8.83,0.50625
890,13.0,0.125,7.92,0.5389
889,13.0,0.15,7.9,0.61835
888,13.0,0.175,8.37,0.7677499999999999
887,13.0,0.2,8.38,0.8478
886,13.0,0.225,7.77,0.83835
885,13.0,0.25,7.4,0.88845
884,13.0,0.275,6.4,0.8288499999999999
883,13.0,0.3,6.44,0.9176000000000002
882,13.0,0.325,6.41,0.9289999999999999
881,13.0,0.35,5.8,0.8991500000000001
880,13.0,0.375,5.96,0.97855
879,13.0,0.4,5.74,0.9988499999999999
878,13.0,0.425,5.5,0.9796
877,13.0,0.45,5.12,0.9884499999999999
876,13.0,0.475,5.06,0.9790000000000001
875,13.0,0.5,4.9,0.99905
874,13.0,0.525,4.68,0.9792500000000001
873,13.0,0.55,4.52,0.9794499999999999
872,13.0,0.575,4.53,0.99925
871,13.0,0.6,4.37,0.9993500000000001
870,13.0,0.625,4.27,0.9994999999999998
869,13.0,0.65,4.07,0.9894499999999999
868,13.0,0.675,4.08,0.9891500000000001
